title,wordsInTitle,url,imdbRating,ratingCount,duration,year,type,nrOfWins,Nominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,FilmNoir,GameShow,History,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western,genre
david und bathseba (1951),david und bathseba,http://www.imdb.com/title/tt0043455/,6.1,1068,6960,1951.0,video.movie,1,1,7,5,21,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drama
quarantäne (2008),quarant ne,http://www.imdb.com/title/tt1082868/,6.1,47676,5340,2008.0,video.movie,1,4,59,640,357,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Horror
saalis (2007),saalis,http://www.imdb.com/title/tt1082872/,7.0,16,5940,2007.0,video.movie,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Documentary
the wackness (2008),the wackness,http://www.imdb.com/title/tt1082886/,7.1,24682,5940,2008.0,video.movie,3,4,40,746,73,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
real world/road rules challenge,real world road rules challenge physically and mentally challenged the most unforgettable challenge moments tv episode,http://www.imdb.com/title/tt1083362/,7.6,197,1800,2008.0,video.episode,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Adventure
fired up! - das cheerleader-camp (2009),fired up das cheerleader camp,http://www.imdb.com/title/tt1083456/,6.2,31811,5400,2009.0,video.movie,1,0,57,3,58,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
star stories,star stories the church of scientology presents being tom cruise why scientology isn t in any way mental tv episode,http://www.imdb.com/title/tt1083788/,7.7,22,1800,2007.0,video.episode,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
ballet shoes (tv movie 2007),ballet shoes tv movie,http://www.imdb.com/title/tt1083845/,6.9,5853,5100,2007.0,video.movie,2,0,8,27,27,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
kevin smith: sold out - a threevening with kevin smith (video 2008),kevin smith sold out a threevening with kevin smith video,http://www.imdb.com/title/tt1083858/,7.9,1066,7320,2008.0,video.movie,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Documentary
killzone 2 (video game 2009),killzone video game,http://www.imdb.com/title/tt1084702/,8.1,1099,,2009.0,game,0,0,0,0,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Action
wanted (2009),wanted,http://www.imdb.com/title/tt1084972/,6.6,6819,,2009.0,video.movie,0,0,0,0,36,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
outnumbered (tv series 2007– ),outnumbered tv series,http://www.imdb.com/title/tt1086191/,8.2,4332,1800,2007.0,video.tv,7,18,3,144,19,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
maneater (tv mini-series 2009),maneater tv mini series,http://www.imdb.com/title/tt1086758/,6.2,427,14400,2009.0,video.tv,0,1,7,28,9,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
keeping up with the kardashians (tv series 2007– ),keeping up with the kardashians tv series,http://www.imdb.com/title/tt1086761/,2.8,12944,2640,2007.0,video.tv,8,7,41,5087,29,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Drama
eden log (2007),eden log,http://www.imdb.com/title/tt1087842/,5.3,5018,5880,2007.0,video.movie,0,0,3,60,59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,Horror
cinemania (tv series 1998– ),cinemania tv series,http://www.imdb.com/title/tt1089586/,7.1,28,3600,1998.0,video.tv,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,News
der tod eines handlungsreisenden (1951),der tod eines handlungsreisenden,http://www.imdb.com/title/tt0043458/,7.5,516,6480,1951.0,video.movie,6,6,2,13,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
chandni chowk to china (2009),chandni chowk to china,http://www.imdb.com/title/tt1091229/,3.8,4100,9240,2009.0,video.movie,0,0,40,299,79,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
bob saget: that ain't right (tv movie 2007),bob saget that ain t right tv movie,http://www.imdb.com/title/tt1091744/,6.3,553,3600,2007.0,video.movie,0,0,0,0,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
golmaal returns (2008),golmaal returns,http://www.imdb.com/title/tt1092005/,4.8,3285,8100,2008.0,video.movie,0,0,3,230,19,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
a nyomozó (2008),a nyomoz,http://www.imdb.com/title/tt1092021/,7.7,1379,6420,2008.0,video.movie,7,2,0,0,5,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
passchendaele (2008),passchendaele,http://www.imdb.com/title/tt1092082/,6.6,6157,6840,2008.0,video.movie,10,5,6,13,96,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drama
the projection booth (2007),the projection booth,http://www.imdb.com/title/tt1092087/,,,1320,2007.0,video.movie,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Horror
american gladiators (tv series 2008– ),american gladiators tv series,http://www.imdb.com/title/tt1092447/,5.8,1243,,2008.0,video.tv,0,0,17,135,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Action
jab we met (2007),jab we met,http://www.imdb.com/title/tt1093370/,8.0,15112,8280,2007.0,video.movie,7,14,2,430,57,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
encounters at the end of the world (2007),encounters at the end of the world,http://www.imdb.com/title/tt1093824/,7.8,10993,5940,2007.0,video.movie,2,7,10,109,60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Documentary
obscene (2007),obscene,http://www.imdb.com/title/tt1093849/,7.0,174,5820,2007.0,video.movie,0,0,0,7,6,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biography
shopaholic - die schnäppchenjägerin (2009),shopaholic die schn ppchenj gerin,http://www.imdb.com/title/tt1093908/,5.8,49481,6240,2009.0,video.movie,1,3,52,314,121,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
heima (2007),heima,http://www.imdb.com/title/tt1094594/,8.6,6311,5820,2007.0,video.movie,0,0,12,20,16,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Documentary
dragonball evolution (2009),dragonball evolution,http://www.imdb.com/title/tt1098327/,2.9,45999,5100,2009.0,video.movie,0,0,22,499,501,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
twilight - biss zum morgengrauen (2008),twilight biss zum morgengrauen,http://www.imdb.com/title/tt1099212/,5.2,289042,7320,2008.0,video.movie,25,10,177,1043,1505,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drama
35 rum (2008),rum,http://www.imdb.com/title/tt1100048/,7.0,2558,6000,2008.0,video.movie,3,6,9,0,19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
admiral (2008),admiral,http://www.imdb.com/title/tt1101026/,6.9,4830,7440,2008.0,video.movie,6,2,11,3,17,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Drama
kiss & kill (2010),kiss kill,http://www.imdb.com/title/tt1103153/,5.3,58719,6000,2010.0,video.movie,2,3,55,827,114,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
two lovers (2008),two lovers,http://www.imdb.com/title/tt1103275/,7.1,24931,6600,2008.0,video.movie,3,8,73,514,95,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drama
er shi si cheng ji (2008),er shi si cheng ji,http://www.imdb.com/title/tt1103963/,7.2,944,6720,2008.0,video.movie,0,0,0,0,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
leverage (tv series 2008–2012),leverage tv series,http://www.imdb.com/title/tt1103987/,7.8,28930,3600,2008.0,video.tv,3,19,299,714,66,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Crime
the commune (2009),the commune,http://www.imdb.com/title/tt1104052/,4.9,120,5460,2009.0,video.movie,0,0,0,17,11,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Comedy
eureka: hide and seek (tv series 2006– ),eureka hide and seek tv series,http://www.imdb.com/title/tt1104326/,8.0,740,120,2006.0,video.tv,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Comedy
der tiger (1951),der tiger,http://www.imdb.com/title/tt0043503/,7.4,2413,5220,1951.0,video.movie,0,0,14,0,41,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crime
sextv,sextv surrogate partner therapy devil s playground a moment with martin dillon tv episode,http://www.imdb.com/title/tt1104532/,,,1800,2003.0,video.episode,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Documentary
feast ii: sloppy seconds (video 2008),feast ii sloppy seconds video,http://www.imdb.com/title/tt1104835/,5.2,5654,6000,2008.0,video.movie,0,0,0,0,73,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
feast iii: the happy finish (video 2009),feast iii the happy finish video,http://www.imdb.com/title/tt1104836/,5.0,3635,4800,2009.0,video.movie,0,0,7,23,27,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
kismat konnection (2008),kismat konnection,http://www.imdb.com/title/tt1105733/,5.1,2970,9180,2008.0,video.movie,0,0,2,55,21,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
yuvvraaj (2008),yuvvraaj,http://www.imdb.com/title/tt1105747/,4.2,2079,,2008.0,video.movie,1,1,7,84,24,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
ca$h (2010),ca h,http://www.imdb.com/title/tt1106860/,6.1,6546,6480,2010.0,video.movie,0,0,13,6,27,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Comedy
jagdfieber 2 (2008),jagdfieber,http://www.imdb.com/title/tt1107365/,5.6,12525,4560,2008.0,video.movie,0,0,10,48,27,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
lockjaw: rise of the kulev serpent (video 2008),lockjaw rise of the kulev serpent video,http://www.imdb.com/title/tt1107397/,2.4,460,4560,2008.0,video.movie,0,0,2,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Horror
der letzte angriff (1951),der letzte angriff,http://www.imdb.com/title/tt0043540/,7.1,974,5520,1951.0,video.movie,0,0,0,0,26,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Action
the light and the dark: the making of 'face/off' (video 2007),the light and the dark the making of face off video,http://www.imdb.com/title/tt1110051/,7.6,5,3840,2007.0,video.movie,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Documentary
liebe und eis 3 (tv movie 2008),liebe und eis tv movie,http://www.imdb.com/title/tt1110626/,6.4,1767,5400,2008.0,video.movie,0,0,23,3,13,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
open sesame: the making of 'arabian nights' (tv movie 2000),open sesame the making of arabian nights tv movie,http://www.imdb.com/title/tt1110634/,,,1800,2000.0,video.movie,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Documentary
yperoha plasmata (tv series 2007– ),yperoha plasmata tv series,http://www.imdb.com/title/tt1111262/,7.3,162,2700,2007.0,video.tv,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
heroes unmasked (tv series 2007–2008),heroes unmasked tv series,http://www.imdb.com/title/tt1111568/,8.0,81,,2007.0,video.tv,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Documentary
guadalcanal - entscheidung im pazifik (1951),guadalcanal entscheidung im pazifik,http://www.imdb.com/title/tt0043547/,6.4,2845,6120,1951.0,video.movie,0,0,12,17,33,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Action
super high me (2007),super high me,http://www.imdb.com/title/tt1111833/,6.2,9689,5640,2007.0,video.movie,0,0,4,37,32,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
muchachada nui (tv series 2007– ),muchachada nui tv series,http://www.imdb.com/title/tt1111854/,7.8,353,1800,2007.0,video.tv,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
l'ennemi intime (tv mini-series 2002),l ennemi intime tv mini series,http://www.imdb.com/title/tt1112790/,7.6,13,,2002.0,video.tv,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Documentary
george harrison: living in the material world (2011),george harrison living in the material world,http://www.imdb.com/title/tt1113829/,8.2,5134,12480,2011.0,video.movie,4,9,6,257,26,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Biography
flying padre: an rko-pathe screenliner (1951),flying padre an rko pathe screenliner,http://www.imdb.com/title/tt0043548/,5.7,2049,540,1951.0,video.movie,0,0,0,0,15,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Documentary
hannah montana: der film (2009),hannah montana der film,http://www.imdb.com/title/tt1114677/,4.0,26524,6120,2009.0,video.movie,6,10,91,546,137,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
aaron stone (tv series 2009–2010),aaron stone tv series,http://www.imdb.com/title/tt1114708/,7.0,503,,2009.0,video.tv,0,0,9,17,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Adventure
wild chicks (video 2009),wild chicks video,http://www.imdb.com/title/tt1116186/,5.0,4509,5280,2009.0,video.movie,0,0,8,12,17,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
mad men,mad men maidenform tv episode,http://www.imdb.com/title/tt1118060/,8.1,635,2880,2008.0,video.episode,0,0,7,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
auf leben und brot (tv short 2008),auf leben und brot tv short,http://www.imdb.com/title/tt1118511/,7.6,6794,1800,2008.0,video.tv,3,3,4,11,35,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Comedy
the united states steel hour,the united states steel hour fearful decision tv episode,http://www.imdb.com/title/tt1119096/,,,3600,1955.0,video.episode,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
an inconvenient penguin death march (2007),an inconvenient penguin death march,http://www.imdb.com/title/tt1119138/,,,300,2007.0,video.movie,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Animation
die brücke (tv movie 2008),die br cke tv movie,http://www.imdb.com/title/tt1119180/,4.7,668,6180,2008.0,video.movie,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,History
superman ieotdeon sanai (2008),superman ieotdeon sanai,http://www.imdb.com/title/tt1119199/,7.5,1069,6120,2008.0,video.movie,0,0,0,0,9,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
fringe - grenzfälle des fbi (tv series 2008–2013),fringe grenzf lle des fbi tv series,http://www.imdb.com/title/tt1119644/,8.5,140790,3600,2008.0,video.tv,17,66,780,6341,362,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Drama
bbc sunday-night theatre,bbc sunday night theatre the philadelphia story tv episode,http://www.imdb.com/title/tt1119823/,,,,1959.0,video.episode,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
sutorenjia: mukô hadan (2007),sutorenjia muk hadan,http://www.imdb.com/title/tt1121794/,7.8,6784,6180,2007.0,video.movie,0,0,2,0,33,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
allemaal film (tv series 2007),allemaal film tv series,http://www.imdb.com/title/tt1121877/,7.3,30,,2007.0,video.tv,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Documentary
mütter und töchter (2009),m tter und t chter,http://www.imdb.com/title/tt1121977/,7.3,7992,7500,2009.0,video.movie,2,11,79,3,64,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drama
the middleman (tv series 2008),the middleman tv series,http://www.imdb.com/title/tt1122770/,8.2,2354,2580,2008.0,video.tv,0,0,0,0,19,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Comedy
scene by scene (tv series 1996–2001),scene by scene tv series,http://www.imdb.com/title/tt1124022/,6.8,45,,1996.0,video.tv,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TalkShow
sons of anarchy (tv series 2008– ),sons of anarchy tv series,http://www.imdb.com/title/tt1124373/,8.7,108651,2700,2008.0,video.tv,5,25,540,5708,143,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Crime
true confessions of a hollywood starlet (tv movie 2008),true confessions of a hollywood starlet tv movie,http://www.imdb.com/title/tt1124401/,5.9,1120,5220,2008.0,video.movie,0,0,0,11,4,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
dragon ball z: rache für freezer (1991),dragon ball z rache f r freezer,http://www.imdb.com/title/tt1125254/,7.2,1266,2880,1991.0,video.movie,0,0,0,0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Action
call of duty 4: modern warfare (video game 2007),call of duty modern warfare video game,http://www.imdb.com/title/tt1125798/,9.3,10825,,2007.0,game,1,2,0,0,33,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Action
love ranch (2010),love ranch,http://www.imdb.com/title/tt1125929/,5.6,1985,7020,2010.0,video.movie,1,1,16,243,18,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
burlesque (2010),burlesque,http://www.imdb.com/title/tt1126591/,6.3,49435,7140,2010.0,video.movie,3,13,94,1699,209,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Drama
bobbed hair (1925),bobbed hair,http://www.imdb.com/title/tt0015632/,7.0,20,4800,1925.0,video.movie,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
taking woodstock (2009),taking woodstock,http://www.imdb.com/title/tt1127896/,6.7,21738,7200,2009.0,video.movie,0,0,20,576,68,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
transporter 3 (2008),transporter,http://www.imdb.com/title/tt1129442/,6.0,90437,6240,2008.0,video.movie,0,0,23,511,169,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crime
der informant! (2009),der informant,http://www.imdb.com/title/tt1130080/,6.5,46252,6480,2009.0,video.movie,0,12,41,88,167,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
radio rock revolution (2009),radio rock revolution,http://www.imdb.com/title/tt1131729/,7.4,77408,8100,2009.0,video.movie,1,6,38,612,198,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
the factory (2012),the factory,http://www.imdb.com/title/tt1132285/,5.7,5751,6480,2012.0,video.movie,0,0,0,128,56,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Crime
warehouse 13 (tv series 2009– ),warehouse tv series,http://www.imdb.com/title/tt1132290/,7.6,29682,3600,2009.0,video.tv,0,2,396,1850,104,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Drama
boogie (2008),boogie,http://www.imdb.com/title/tt1132578/,7.3,1485,6120,2008.0,video.movie,9,8,0,0,7,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
maan gaye mughall-e-azam (2008),maan gaye mughall e azam,http://www.imdb.com/title/tt1132595/,3.2,375,,2008.0,video.movie,0,0,0,0,11,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
the doctors (tv series 2008– ),the doctors tv series,http://www.imdb.com/title/tt1132615/,5.1,414,3600,2008.0,video.tv,1,7,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TalkShow
saw v (2008),saw v,http://www.imdb.com/title/tt1132626/,5.8,68445,5520,2008.0,video.movie,1,1,22,817,250,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Horror
what doesn't kill you (2008),what doesn t kill you,http://www.imdb.com/title/tt1133991/,6.7,8566,6000,2008.0,video.movie,0,0,12,2,40,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crime
serious moonlight (2009),serious moonlight,http://www.imdb.com/title/tt1133993/,5.4,5835,5040,2009.0,video.movie,0,0,11,144,36,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
survival of the dead (2009),survival of the dead,http://www.imdb.com/title/tt1134854/,5.0,15097,5400,2009.0,video.movie,0,0,21,574,153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Horror
dollhouse (tv series 2009–2010),dollhouse tv series,http://www.imdb.com/title/tt1135300/,7.8,33818,2640,2009.0,video.tv,0,0,151,2586,155,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Drama
jungle manhunt (1951),jungle manhunt,http://www.imdb.com/title/tt0043694/,6.4,285,3960,1951.0,video.movie,0,0,0,0,11,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Adventure
spritztour (2008),spritztour,http://www.imdb.com/title/tt1135985/,6.6,61933,6540,2008.0,video.movie,0,0,29,396,100,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
summer '68 (1969),summer,http://www.imdb.com/title/tt1135987/,,,3300,1969.0,video.movie,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Documentary
lost continent (1951),lost continent,http://www.imdb.com/title/tt0043757/,2.9,908,4980,1951.0,video.movie,0,0,3,4,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SciFi
el nido vacío (2008),el nido vac o,http://www.imdb.com/title/tt1139664/,6.4,683,5460,2008.0,video.movie,6,22,0,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
princess sarah (tv series 2007– ),princess sarah tv series,http://www.imdb.com/title/tt1141162/,7.3,13,,2007.0,video.tv,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
